@relation SomeContent

@attribute race {Other,Amer-Indian-Eskimo,White,Black,Asian-Pac-Islander}
@attribute age numeric
@attribute capital-loss numeric
@attribute relationship {Other-relative,Not-in-family,Wife,Husband,Unmarried,Own-child}
@attribute native-country {Hong,South,Japan,Jamaica,Cuba,Canada,Ireland,China,Peru,Columbia,Trinadad&Tobago,Taiwan,Yugoslavia,Guatemala,El-Salvador,Ecuador,Puerto-Rico,Laos,Portugal,United-States,Germany,Hungary,Italy,Dominican-Republic,Outlying-US(Guam-USVI-etc),Nicaragua,Thailand,India,Scotland,Vietnam,Cambodia,Philippines,England,Holand-Netherlands,Iran,Haiti,Greece,Honduras,Mexico,Poland,France}
@attribute occupation {Sales,Machine-op-inspct,Craft-repair,Protective-serv,Armed-Forces,Prof-specialty,Transport-moving,Exec-managerial,Farming-fishing,Adm-clerical,Priv-house-serv,Tech-support,Other-service,Handlers-cleaners}
@attribute hours-per-week numeric
@attribute income {>50K,<=50K}
@attribute fnlwgt numeric
@attribute capital-gain numeric
@attribute sex {Male,Female}
@attribute marital-status {Separated,Divorced,Married-spouse-absent,Married-civ-spouse,Never-married,Widowed,Married-AF-spouse}
@attribute education {Assoc-voc,Some-college,Preschool,Bachelors,Prof-school,Doctorate,5th-6th,Masters,HS-grad,1st-4th,12th,Assoc-acdm,9th,11th,10th,7th-8th}
@attribute education-num numeric
@attribute workclass {Without-pay,Never-worked,Local-gov,Self-emp-not-inc,Private,State-gov,Self-emp-inc,Federal-gov}

@data
White,45,0,Husband,United-States,Exec-managerial,50,>50K,76008,0,Male,Married-civ-spouse,Bachelors,13,Federal-gov
White,20,0,Own-child,United-States,Transport-moving,17,<=50K,163665,0,Female,Never-married,Some-college,10,Private
White,37,0,Husband,United-States,Exec-managerial,70,>50K,196123,0,Male,Married-civ-spouse,Masters,14,Self-emp-inc
White,26,0,Husband,Puerto-Rico,Craft-repair,40,<=50K,154966,0,Male,Married-civ-spouse,Some-college,10,Private
White,63,0,Husband,?,Prof-specialty,40,<=50K,88653,0,Male,Married-civ-spouse,Some-college,10,Private
White,36,0,Husband,United-States,Machine-op-inspct,40,<=50K,176050,0,Male,Married-civ-spouse,Some-college,10,Private
White,21,0,Not-in-family,United-States,Other-service,50,<=50K,29810,0,Female,Never-married,HS-grad,9,Private
White,32,0,Not-in-family,United-States,Prof-specialty,70,<=50K,169583,0,Female,Never-married,Doctorate,16,State-gov
White,35,0,Husband,United-States,Prof-specialty,50,>50K,135436,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,19,0,Own-child,United-States,Sales,35,<=50K,178147,0,Male,Never-married,HS-grad,9,Private
White,27,0,Husband,United-States,Transport-moving,48,<=50K,50295,0,Male,Married-civ-spouse,Some-college,10,Private
White,46,0,Not-in-family,England,Prof-specialty,45,>50K,149640,0,Male,Divorced,Bachelors,13,Private
White,41,0,Husband,United-States,Craft-repair,40,>50K,233130,0,Male,Married-civ-spouse,Some-college,10,Private
Black,31,0,Unmarried,United-States,Sales,24,<=50K,154297,0,Female,Never-married,HS-grad,9,Private
Black,74,0,Husband,United-States,?,40,<=50K,292627,0,Male,Married-civ-spouse,1st-4th,2,?
White,32,0,Unmarried,?,Other-service,40,<=50K,228357,0,Female,Divorced,Assoc-voc,11,Private
White,24,1590,Not-in-family,United-States,Craft-repair,40,<=50K,24243,0,Male,Never-married,HS-grad,9,Private
White,41,0,Unmarried,United-States,Handlers-cleaners,40,<=50K,126622,0,Female,Divorced,11th,7,Private
White,24,0,Not-in-family,United-States,Craft-repair,40,<=50K,88126,0,Male,Never-married,HS-grad,9,Private
White,32,0,Husband,United-States,Craft-repair,48,<=50K,295282,0,Male,Married-civ-spouse,HS-grad,9,Private
White,52,0,Husband,?,Exec-managerial,55,>50K,84278,7688,Male,Married-civ-spouse,Some-college,10,Private
White,31,0,Not-in-family,United-States,Exec-managerial,45,<=50K,190228,0,Male,Never-married,Masters,14,Local-gov
Black,20,0,Own-child,United-States,?,40,<=50K,462294,0,Male,Never-married,Some-college,10,Never-worked
White,38,0,Not-in-family,United-States,Exec-managerial,45,>50K,153066,0,Male,Divorced,Masters,14,Private
White,59,0,Husband,United-States,Exec-managerial,40,>50K,357943,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,62,0,Husband,United-States,Other-service,35,<=50K,84756,0,Male,Married-civ-spouse,9th,5,Private
White,38,0,Unmarried,United-States,Adm-clerical,40,<=50K,346766,0,Female,Divorced,HS-grad,9,State-gov
White,63,0,Unmarried,Portugal,Machine-op-inspct,44,<=50K,158199,0,Female,Widowed,1st-4th,2,Private
White,23,0,Husband,United-States,Exec-managerial,40,<=50K,126945,0,Male,Married-civ-spouse,Bachelors,13,Private
White,39,0,Husband,United-States,Adm-clerical,40,>50K,286026,0,Male,Married-civ-spouse,Bachelors,13,Private
White,43,0,Husband,United-States,Exec-managerial,40,<=50K,119721,0,Male,Married-civ-spouse,Bachelors,13,Private
White,24,0,Not-in-family,United-States,Sales,15,<=50K,211391,0,Female,Never-married,10th,6,Private
White,53,0,Not-in-family,United-States,Sales,60,<=50K,220786,0,Female,Widowed,Some-college,10,Self-emp-inc
White,25,0,Other-relative,United-States,Exec-managerial,40,<=50K,124590,0,Male,Never-married,HS-grad,9,Private
White,34,0,Wife,United-States,Adm-clerical,40,>50K,436341,0,Female,Married-AF-spouse,Some-college,10,Federal-gov
White,17,0,Own-child,United-States,Other-service,15,<=50K,287160,0,Female,Never-married,11th,7,Private
Black,41,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,407425,0,Female,Divorced,12th,8,Private
White,19,0,Own-child,United-States,Machine-op-inspct,40,<=50K,138760,0,Male,Never-married,HS-grad,9,Private
White,65,0,Husband,United-States,Transport-moving,20,<=50K,115890,0,Male,Married-civ-spouse,Bachelors,13,Private
White,32,0,Not-in-family,United-States,Exec-managerial,40,<=50K,462255,0,Female,Divorced,Bachelors,13,Private
Asian-Pac-Islander,33,0,Not-in-family,Thailand,Other-service,35,<=50K,165235,0,Female,Never-married,Bachelors,13,Private
Amer-Indian-Eskimo,43,0,Husband,United-States,Other-service,40,<=50K,98989,0,Male,Married-civ-spouse,HS-grad,9,State-gov
White,63,0,Husband,United-States,?,25,<=50K,106648,0,Male,Married-civ-spouse,HS-grad,9,?
Black,24,0,Unmarried,United-States,Other-service,35,<=50K,488541,0,Female,Never-married,Some-college,10,Private
White,38,0,Not-in-family,United-States,Exec-managerial,45,<=50K,108140,2202,Male,Never-married,Bachelors,13,Private
White,46,0,Husband,Guatemala,Machine-op-inspct,35,<=50K,171228,3411,Male,Married-civ-spouse,HS-grad,9,Private
White,67,0,Husband,United-States,?,6,<=50K,132626,0,Male,Married-civ-spouse,Some-college,10,?
Black,45,0,Unmarried,United-States,Craft-repair,40,<=50K,108859,0,Female,Separated,HS-grad,9,Private
White,34,0,Husband,United-States,Exec-managerial,40,>50K,379798,0,Male,Married-civ-spouse,Masters,14,Private
Asian-Pac-Islander,66,0,Husband,Philippines,Craft-repair,30,<=50K,180211,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,20,0,Other-relative,United-States,Sales,35,<=50K,494784,0,Female,Never-married,HS-grad,9,Private
White,51,0,Husband,United-States,Sales,40,<=50K,208003,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,63,0,Husband,United-States,Craft-repair,40,<=50K,122442,0,Male,Married-civ-spouse,12th,8,Private
White,18,0,Own-child,United-States,Other-service,20,<=50K,266681,0,Male,Never-married,11th,7,Private
White,29,0,Not-in-family,United-States,Craft-repair,40,<=50K,183627,0,Male,Divorced,11th,7,Private
White,58,0,Not-in-family,United-States,Prof-specialty,50,<=50K,34878,0,Female,Divorced,Bachelors,13,Local-gov
White,31,0,Not-in-family,United-States,Craft-repair,46,<=50K,58582,0,Male,Never-married,Some-college,10,Private
Black,36,0,Not-in-family,United-States,Other-service,40,<=50K,47310,0,Female,Never-married,HS-grad,9,Private
White,28,0,Other-relative,United-States,Sales,40,<=50K,67218,0,Male,Married-civ-spouse,7th-8th,4,Private
White,25,0,Not-in-family,United-States,Farming-fishing,40,<=50K,29599,0,Male,Never-married,HS-grad,9,Private
White,62,0,Husband,United-States,Craft-repair,40,>50K,134768,0,Male,Married-civ-spouse,12th,8,Self-emp-not-inc
White,48,0,Husband,Italy,Craft-repair,40,>50K,240629,0,Male,Married-civ-spouse,HS-grad,9,Private
White,58,0,Husband,United-States,Farming-fishing,20,<=50K,371064,0,Male,Married-civ-spouse,HS-grad,9,Private
White,20,0,Own-child,United-States,?,40,<=50K,121313,0,Male,Never-married,10th,6,?
White,64,0,Husband,United-States,Adm-clerical,40,<=50K,211222,0,Male,Married-civ-spouse,Bachelors,13,State-gov
White,55,0,Not-in-family,United-States,Protective-serv,81,<=50K,199763,0,Male,Separated,HS-grad,9,Private
Asian-Pac-Islander,53,0,Wife,South,Adm-clerical,50,<=50K,135643,0,Female,Married-civ-spouse,Bachelors,13,Self-emp-inc
White,26,0,Not-in-family,United-States,Prof-specialty,70,<=50K,158810,0,Male,Never-married,Bachelors,13,Private
White,47,0,Husband,United-States,Sales,45,<=50K,216999,0,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Husband,United-States,Sales,45,<=50K,232954,0,Male,Married-civ-spouse,HS-grad,9,Private
White,50,0,Husband,United-States,Craft-repair,40,>50K,196975,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,0,Not-in-family,United-States,Adm-clerical,40,<=50K,316470,0,Male,Never-married,Some-college,10,Private
White,30,0,Husband,United-States,Prof-specialty,75,>50K,186932,5178,Male,Married-civ-spouse,Doctorate,16,Private
White,25,0,Not-in-family,United-States,Exec-managerial,40,>50K,40915,0,Female,Never-married,Bachelors,13,Private
White,26,0,Not-in-family,United-States,Adm-clerical,20,<=50K,124068,0,Female,Never-married,Some-college,10,Private
White,39,0,Own-child,United-States,Machine-op-inspct,40,<=50K,101260,0,Male,Never-married,HS-grad,9,Private
White,42,0,Husband,United-States,Exec-managerial,50,>50K,293791,0,Male,Married-civ-spouse,Bachelors,13,State-gov
White,18,0,Own-child,United-States,Other-service,40,<=50K,169745,0,Female,Never-married,7th-8th,4,Private
White,27,1504,Not-in-family,United-States,Prof-specialty,45,<=50K,189462,0,Female,Never-married,Masters,14,Private
White,34,0,Husband,United-States,Other-service,50,<=50K,43959,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,37,0,Husband,United-States,Machine-op-inspct,40,<=50K,46385,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,31,0,Unmarried,?,Prof-specialty,40,<=50K,375680,0,Female,Never-married,Bachelors,13,Private
White,33,0,Not-in-family,Canada,Prof-specialty,40,<=50K,191385,0,Male,Never-married,Bachelors,13,Private
White,35,0,Unmarried,United-States,Exec-managerial,40,<=50K,170263,0,Female,Divorced,HS-grad,9,Private
White,40,0,Husband,United-States,Tech-support,40,>50K,285787,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,24,0,Not-in-family,United-States,Machine-op-inspct,45,<=50K,145111,0,Male,Never-married,HS-grad,9,Private
White,51,0,Husband,United-States,?,40,<=50K,175985,0,Male,Married-civ-spouse,HS-grad,9,?
White,54,0,Husband,United-States,Protective-serv,40,>50K,159755,0,Male,Married-civ-spouse,Some-college,10,Private
White,26,0,Husband,United-States,Craft-repair,40,<=50K,463194,0,Male,Married-civ-spouse,HS-grad,9,Private
White,18,0,Own-child,United-States,Sales,15,<=50K,57957,0,Female,Never-married,HS-grad,9,Private
White,38,0,Husband,United-States,Other-service,40,<=50K,177154,0,Male,Married-civ-spouse,HS-grad,9,Private
White,32,1977,Husband,United-States,Sales,45,>50K,195602,0,Male,Married-civ-spouse,Bachelors,13,Private
White,30,0,Husband,Germany,Sales,60,<=50K,113838,3137,Male,Married-civ-spouse,Assoc-voc,11,Self-emp-not-inc
White,31,0,Not-in-family,United-States,Adm-clerical,40,>50K,1033222,8614,Male,Never-married,Bachelors,13,Private
White,21,0,Own-child,United-States,Adm-clerical,35,<=50K,184678,0,Female,Never-married,Some-college,10,State-gov
White,20,0,Own-child,United-States,Sales,30,<=50K,234880,0,Female,Never-married,Some-college,10,Private
White,46,0,Not-in-family,United-States,Prof-specialty,44,<=50K,124071,0,Female,Widowed,Masters,14,Private
White,60,0,Husband,United-States,Craft-repair,50,<=50K,142922,0,Male,Married-civ-spouse,HS-grad,9,Private
White,29,0,Unmarried,United-States,Sales,32,<=50K,126399,0,Female,Divorced,HS-grad,9,Private
White,57,1887,Husband,United-States,Sales,55,>50K,314153,0,Male,Married-civ-spouse,Bachelors,13,Private
White,47,0,Husband,United-States,Craft-repair,40,<=50K,204692,0,Male,Married-civ-spouse,HS-grad,9,Private
White,30,0,Not-in-family,United-States,Craft-repair,40,<=50K,224377,0,Male,Never-married,HS-grad,9,Private
Black,24,0,Unmarried,United-States,Sales,25,<=50K,198914,0,Male,Never-married,HS-grad,9,Private
White,18,0,Own-child,United-States,Craft-repair,40,<=50K,29582,0,Male,Never-married,11th,7,Self-emp-not-inc
White,21,0,Own-child,United-States,Craft-repair,45,<=50K,218957,0,Male,Never-married,11th,7,Private
White,18,0,Own-child,United-States,?,30,<=50K,387871,0,Male,Never-married,10th,6,?
White,20,0,Other-relative,United-States,?,35,<=50K,137300,0,Female,Never-married,HS-grad,9,?
White,41,1408,Not-in-family,United-States,Craft-repair,40,<=50K,41901,0,Male,Never-married,Some-college,10,Private
White,23,0,Not-in-family,United-States,Transport-moving,46,<=50K,99543,0,Male,Never-married,12th,8,Private
Asian-Pac-Islander,22,0,Not-in-family,Philippines,Sales,20,<=50K,359759,0,Male,Never-married,Some-college,10,Private
White,18,0,Own-child,United-States,Prof-specialty,40,<=50K,469921,0,Female,Never-married,Some-college,10,Private
White,39,0,Wife,United-States,Sales,45,>50K,333305,0,Female,Married-civ-spouse,Some-college,10,Private
White,23,0,Not-in-family,United-States,Craft-repair,40,<=50K,165474,0,Male,Never-married,Some-college,10,Private
White,50,0,Husband,United-States,Craft-repair,40,<=50K,92486,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,62,0,Husband,United-States,Handlers-cleaners,25,<=50K,199193,0,Male,Married-civ-spouse,HS-grad,9,Private
White,52,0,Not-in-family,United-States,Prof-specialty,38,<=50K,117674,0,Male,Never-married,Bachelors,13,Private
White,31,0,Not-in-family,United-States,Adm-clerical,40,<=50K,367314,0,Female,Divorced,HS-grad,9,Private
White,35,0,Husband,United-States,Sales,45,<=50K,31023,0,Male,Married-civ-spouse,Bachelors,13,Private
White,42,0,Not-in-family,United-States,Exec-managerial,40,>50K,344572,0,Female,Divorced,HS-grad,9,Private
White,32,0,Wife,United-States,Exec-managerial,40,<=50K,168443,0,Female,Married-civ-spouse,Masters,14,Private
White,28,0,Own-child,United-States,Sales,40,<=50K,157391,0,Female,Never-married,Bachelors,13,Private
White,24,0,Own-child,United-States,Sales,55,<=50K,103064,0,Female,Never-married,HS-grad,9,Private
White,51,0,Husband,United-States,?,28,<=50K,146325,0,Male,Married-civ-spouse,HS-grad,9,?
White,17,0,Own-child,United-States,Handlers-cleaners,30,<=50K,375657,0,Male,Never-married,11th,7,Private
White,27,0,Own-child,United-States,Protective-serv,40,<=50K,192257,2174,Male,Never-married,HS-grad,9,State-gov
White,53,0,Husband,United-States,Machine-op-inspct,40,<=50K,167065,0,Male,Married-civ-spouse,11th,7,Private
White,37,0,Husband,United-States,Farming-fishing,40,<=50K,545483,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,45,0,Husband,United-States,Adm-clerical,50,<=50K,358886,2407,Male,Married-civ-spouse,12th,8,Private
White,90,0,Husband,United-States,Machine-op-inspct,40,<=50K,226968,0,Male,Married-civ-spouse,7th-8th,4,Private
White,17,0,Own-child,United-States,?,40,<=50K,280670,0,Female,Never-married,10th,6,?
White,25,1590,Own-child,United-States,Adm-clerical,40,<=50K,123095,0,Male,Never-married,Some-college,10,Private
Black,49,0,Not-in-family,United-States,Exec-managerial,99,<=50K,173115,4416,Male,Separated,10th,6,Private
Asian-Pac-Islander,30,0,Other-relative,Vietnam,Other-service,40,<=50K,169104,0,Male,Never-married,Assoc-acdm,12,Private
White,60,0,Husband,United-States,Machine-op-inspct,40,>50K,325971,7688,Male,Married-civ-spouse,HS-grad,9,Private
White,22,0,Not-in-family,United-States,Other-service,30,<=50K,317019,0,Female,Never-married,Some-college,10,Private
White,28,0,Husband,United-States,Craft-repair,40,<=50K,205337,0,Male,Married-civ-spouse,HS-grad,9,Private
White,28,0,Husband,United-States,Exec-managerial,55,<=50K,219705,5013,Male,Married-civ-spouse,Bachelors,13,Self-emp-inc
White,51,0,Husband,United-States,Transport-moving,40,<=50K,270194,0,Male,Married-civ-spouse,9th,5,Private
Black,33,0,Own-child,United-States,Adm-clerical,50,<=50K,213308,0,Female,Separated,Assoc-voc,11,Private
White,36,0,Not-in-family,United-States,Prof-specialty,40,<=50K,89508,0,Male,Never-married,Prof-school,15,State-gov
Asian-Pac-Islander,23,0,Other-relative,South,?,20,<=50K,226891,0,Female,Never-married,HS-grad,9,?
White,46,0,Not-in-family,United-States,Adm-clerical,60,<=50K,108699,0,Female,Widowed,Some-college,10,Private
Black,50,0,Husband,?,Prof-specialty,37,>50K,123174,0,Male,Married-civ-spouse,Doctorate,16,Private
White,44,0,Wife,United-States,Other-service,99,<=50K,26669,0,Female,Married-civ-spouse,Assoc-acdm,12,Self-emp-not-inc
White,45,0,Husband,United-States,Transport-moving,40,>50K,285858,0,Male,Married-civ-spouse,Bachelors,13,Private
White,35,0,Husband,United-States,Prof-specialty,60,<=50K,143058,0,Male,Married-civ-spouse,Bachelors,13,Private
White,34,0,Husband,United-States,Armed-Forces,40,<=50K,172716,0,Male,Married-civ-spouse,12th,8,Federal-gov
White,76,0,Not-in-family,United-States,Protective-serv,30,<=50K,208843,0,Male,Widowed,7th-8th,4,Private
Black,42,0,Husband,United-States,Craft-repair,60,<=50K,161532,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-inc
White,44,0,Husband,United-States,Prof-specialty,75,>50K,141858,15024,Male,Married-civ-spouse,Prof-school,15,State-gov
White,19,0,Own-child,United-States,Machine-op-inspct,34,<=50K,143360,0,Female,Never-married,HS-grad,9,Private
White,33,0,Own-child,United-States,Exec-managerial,45,<=50K,203488,0,Male,Never-married,Some-college,10,Private
White,44,0,Wife,United-States,Handlers-cleaners,30,<=50K,889965,3137,Female,Married-civ-spouse,HS-grad,9,Private
White,33,0,Husband,United-States,Prof-specialty,40,<=50K,231413,0,Male,Married-civ-spouse,Bachelors,13,Private
White,52,0,Not-in-family,United-States,Exec-managerial,40,<=50K,329733,0,Male,Never-married,Some-college,10,Private
White,40,0,Unmarried,United-States,Protective-serv,40,<=50K,337456,0,Female,Divorced,HS-grad,9,Private
White,39,0,Husband,United-States,Adm-clerical,40,>50K,232036,0,Male,Married-civ-spouse,Some-college,10,Federal-gov
White,57,0,Husband,United-States,Prof-specialty,40,>50K,171242,0,Male,Married-civ-spouse,Some-college,10,Private
Black,39,0,Unmarried,Puerto-Rico,Sales,30,<=50K,299828,0,Female,Separated,5th-6th,3,Private
White,46,0,Husband,United-States,Prof-specialty,50,>50K,110171,15024,Male,Married-civ-spouse,Masters,14,Private
White,43,0,Husband,United-States,Farming-fishing,50,<=50K,47261,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,46,0,Husband,?,Craft-repair,40,>50K,113806,7298,Male,Married-civ-spouse,12th,8,Private
White,34,0,Husband,United-States,Machine-op-inspct,40,<=50K,106541,0,Male,Married-civ-spouse,Some-college,10,Private
White,40,1977,Wife,United-States,Prof-specialty,20,>50K,46990,0,Female,Married-civ-spouse,Doctorate,16,Private
White,59,0,Husband,United-States,Craft-repair,36,<=50K,115389,0,Male,Married-civ-spouse,Some-college,10,Federal-gov
Black,55,0,Husband,United-States,Transport-moving,45,<=50K,239404,0,Male,Married-civ-spouse,10th,6,Private
Black,52,0,Wife,United-States,?,40,>50K,89951,0,Female,Married-civ-spouse,12th,8,?
White,32,0,Husband,United-States,Sales,60,>50K,136480,0,Male,Married-civ-spouse,Bachelors,13,Private
White,18,0,Own-child,United-States,Sales,20,<=50K,298860,0,Male,Never-married,11th,7,Private
White,25,0,Unmarried,United-States,Other-service,12,<=50K,132749,0,Female,Divorced,11th,7,Private
Black,25,0,Not-in-family,United-States,Tech-support,40,<=50K,152503,0,Male,Never-married,Some-college,10,State-gov
White,35,0,Husband,United-States,Sales,65,>50K,175769,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,26,0,Own-child,?,Adm-clerical,40,<=50K,181666,0,Female,Married-civ-spouse,Assoc-acdm,12,Private
White,50,0,Not-in-family,United-States,Protective-serv,40,<=50K,177927,0,Male,Divorced,HS-grad,9,Private
White,27,0,Husband,United-States,Adm-clerical,45,<=50K,259840,0,Male,Married-civ-spouse,Bachelors,13,Private
White,52,0,Unmarried,United-States,Sales,40,<=50K,301229,0,Female,Separated,Assoc-voc,11,Private
White,52,0,Husband,United-States,Prof-specialty,35,>50K,90363,99999,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,36,0,Unmarried,United-States,Machine-op-inspct,38,<=50K,116608,0,Female,Divorced,HS-grad,9,Private
White,60,1485,Husband,United-States,?,70,>50K,56248,0,Male,Married-civ-spouse,HS-grad,9,?
White,28,0,Wife,United-States,Adm-clerical,15,<=50K,108574,0,Female,Married-civ-spouse,Some-college,10,Private
White,40,0,Husband,Germany,Prof-specialty,55,>50K,287008,15024,Male,Married-civ-spouse,Prof-school,15,Private
White,23,0,Own-child,United-States,Other-service,24,<=50K,103277,0,Female,Divorced,Some-college,10,Private
White,35,0,Wife,United-States,Exec-managerial,35,>50K,119421,0,Female,Married-civ-spouse,Bachelors,13,State-gov
White,38,0,Husband,United-States,Craft-repair,50,<=50K,196123,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,0,Husband,United-States,Craft-repair,50,<=50K,107624,0,Male,Married-civ-spouse,Some-college,10,Private
White,37,2415,Husband,United-States,Exec-managerial,60,>50K,329980,0,Male,Married-civ-spouse,Masters,14,Private
White,21,0,Other-relative,United-States,Other-service,30,<=50K,225890,0,Female,Never-married,Some-college,10,Private
Black,38,0,Husband,United-States,Exec-managerial,50,>50K,421446,0,Male,Married-civ-spouse,Bachelors,13,Local-gov
White,32,0,Not-in-family,United-States,Prof-specialty,45,<=50K,96016,0,Male,Never-married,Bachelors,13,Private
Black,26,0,Unmarried,United-States,Other-service,40,<=50K,152129,0,Male,Never-married,12th,8,Private
White,67,0,Wife,England,Prof-specialty,30,>50K,171564,20051,Female,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,35,0,Husband,United-States,Exec-managerial,45,<=50K,106347,0,Male,Married-civ-spouse,HS-grad,9,Private
White,18,0,Own-child,United-States,Other-service,20,<=50K,268952,0,Male,Never-married,12th,8,Private
Asian-Pac-Islander,39,0,Unmarried,United-States,Sales,38,<=50K,82488,0,Female,Divorced,Some-college,10,Private
White,49,0,Unmarried,United-States,Prof-specialty,50,>50K,231961,0,Male,Divorced,Doctorate,16,State-gov
White,34,0,Husband,United-States,Machine-op-inspct,40,<=50K,181311,0,Male,Married-civ-spouse,11th,7,Private
White,20,0,Own-child,United-States,Handlers-cleaners,8,<=50K,179423,0,Female,Never-married,Some-college,10,Private
White,39,0,Not-in-family,United-States,Craft-repair,60,<=50K,248694,0,Male,Never-married,HS-grad,9,Private
